id,busca,authors,authors full name,empirico,pp ambiental policy process,theoretical framework,pergunta de pesquisa,inferencia causal,desenho pesquisa,met,ciclo,tema,tematica geral,tematica especifica,metodologia adotada,local_backup,local_afiliacao,local_pesquisado,afiliacao,departamento,titulo do artigo,titulo da fonte,idioma,tipo do documento,authors keywords,keywords plus,abstract,enderecos,Reprint Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,cited reference count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,Publication Year,Volume,Issue,Start Page,End Page,DOI,DOI Link,WoS Categories,Web of Science Index,Research Areas,Web of Science Record
71,"""environment*"" AND ""equilibrium"" OR ""environment*"" AND ""narrative""",Cid Aguayo B.E.; Barriga J.,22940443900; 57189069598,1,1,NPF,1,1,1,2,2,8,Regulamentação de pesca,Regulamentação pública e privada da pesca de Salmão no Chile - investigação do processo político de interações entre atores ,,Chile,Chile,Chile,Universidad de Concepción - Chile,Departamento de Sociología,Behind certification and regulatory processes: Contributions to a political history of the Chilean salmon farming,Global Environmental Change,English,Article,Certifications; Chile; Political ecology; Regulations; Salmon aquaculture,,"This text follows the public regulatory and the private certificatory paths undergone in the last decade by the widely criticized salmon industry in Chile, with the purpose of exploring the political process that underlies this path. The discussion focuses on the several instances in which both industrial actors and oppositional groups have stabilized those conflicts by sitting down at formally established dialogue tables, which, as we will see, have conducted public and private processes of regulation. In particular, we follow two paths: one promoted and overseen by the public sector and the other a process of self-organization and self-control of the industry at the national and global levels, which initially led to processes of self-certification and third-party certification. We argue that it cannot be reduced to an industrial learning due to the economic cost of disease outbreaks but rather that it is the outcome of a contested political process with interplay between global and local actors. This argument challenges the learning narratives espoused by the industry, contributing to a political ecology of certification processes. It analyzes the outcome of this process showing its contested political and social legitimacy, and the interplay between labor and environment within this regulatory path. © 2016 Elsevier Ltd.","Departamento de Sociología, Facultad de Ciencias Sociales, Interdisciplinary Center for Aquaculture Research, Universidad de Concepción, Research Associate, Chile","B.E. Cid Aguayo; Departamento de Sociología, Facultad de Ciencias Sociales, Interdisciplinary Center for Aquaculture Research, Universidad de Concepción, Research Associate, Chile; email: beatrizcid@udec.cl",,,,,,,20,,,,Elsevier Ltd,,,9593780,,2.016,39,,81,90,10.1016/j.gloenvcha.2016.04.005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965047254&doi=10.1016%2fj.gloenvcha.2016.04.005&partnerID=40&md5=8a120e8cc68b5898614b2fb4c359c7a5,,,,Scopus
72,"""environment*"" AND ""equilibrium"" OR ""environment*"" AND ""narrative""",V.B. Fuchs,57190746091,1,1,NPF,1,1,1,2,3,4,Crise da eletricidade e os processos ambientais,A criação de hidroelétricas e o desrrespeito as regras socioambientais e a participação democrática dos atingidos,,Brasil,Brasil,Brasil,Universidade de Campinas,,"Blaming the weather, blaming the people: Socio-environmental governance and a crisis attitude in the Brazilian electricity sector",Ambiente e Sociedade,English,Article,Crisis; Dams; Democratic governance of water; Electricity sector,,"The governance of natural resources is intrinsically linked with the governance of people. However, in practice, social aspects are often viewed as secondary to more technical and pressing issues in the implementation of projects such as dams. The use of water for electricity production in Brazil is a cas d'excellence that exemplifies how the bypassing of socio-environmental safeguards and democratic participation of affected people leads to conflicts. These conflicts delay infrastructure works, such as the Belo Monte Dam, that are found to be crucial for the equilibrium of electricity supply. Recently, social manifestation have become the scapegoat for the sector's crisis. This article discussed the ""electricity crisis"" from a historical policy analysis perspective. It concludes that the present disregard for social and environmental procedures is a self-inflicted disease that only contributes to the longer-term state of conflicts in the expansion of the electricity sector in Brazil.","Center for Environmental Studies and Research, University of Campinas, Brazil","University of Campinas, Brazil; email: vboanada@gmail.com",,,,,,,7,,,,Universidade Estadual de Campinas,,,1414753X,,2.016,19,2,221,246,10.1590/1809-4422ASOC0260R1V1922016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983001843&doi=10.1590%2f1809-4422ASOC0260R1V1922016&partnerID=40&md5=6f80d4ecbe2dcd034493c5d9240a4745,,,,Scopus
73,environment* AND multiple streams,"Rosa da Conceição, H.; Börner, J.; Wunder, S.",57188661262;23033270300;7003871913;,1,1,MSF,1,0,2,2,5,5,,Analise da tomada de decisão sobre programas de pagamento por serviços ambientais (PSA) - diferenças entre a teoria e prática da adoção de políticas públicas,,Alemanha,Alemanha,Brasil; Equador; Peru,Universidade de Bonn - Alemanha ,,"Why were upscaled incentive programs for forest conservation adopted? Comparing policy choices in Brazil, Ecuador, and Peru",Ecosystem Services,English,,Political economy; Governance; Forest conservation; Public policies; Equity,,"Forest conservation policies could potentially become a centerpiece for climate change mitigation. Incentive-based conservation policies, such as payments for environmental services (PES), are seen as promising approaches to reduce deforestation. Yet, arguably the adoption of upscaled PES programs has remained slow, and when implemented their design often diverges from the principles laid out in the theory-based PES literature. In this article, we concentrate on some political economy forces that could help explaining the gap between PES theory and practice, with respect to policy adoption, including opportunities and challenges in this process. Public policy theories grasp the adoption determinants of three large, government-led incentive programs for forest conservation in the Amazon, in Peru, Ecuador, and Brazil. We use Kingdon's Multiple Streams Framework to analyze decision-making regarding program initiation, including key stakeholder interviews, to understand policy choices. We find that environmental concerns are not always the prime motives for PES programs, as political and institutional contexts limit environmental policy-makers' actions. Yet, policy choice processes become less constrained when environmental issues are closer to a government's priorities.",Article,,,,,,,,26,,,,,,,,,2.015,16,,243,252,10.1016/j.ecoser.2015.10.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962198307&doi=10.1016%2fj.ecoser.2015.10.004&partnerID=40&md5=736aca859dd1fd96a596550f3d73ca00,,,,Scopus
74,environmental politics ou política ambiental,"Toscana Aparicio, Alejandra; Granados Ramírez, Rebeca",,1,1,NPF,1,1,1,2,2,9,Percepção ambiental ,Percepção da comunidade de Loma Alta sobre a mudança de categoria das encostas do Vulcão Nevado (antes era parte Nacional e passou a ser área de conservação),,México,México,México,Universidade Autonoma Metropolitana - México,Departamento de política e cultura ,Recategorización del Parque Nacional Nevado de Toluca,Política y cultura,Spanish,research-article,ejido Loma Alta; Nevado de Toluca; política ambiental; área natural protegida; recategorización,ejido Loma Alta; Nevado de Toluca; environmental policy; natural protected areas; recategorization,"Since the Decade of the thirties, the slopes of the Nevado de Toluca volcano have been subject to two territorial configuration processes: the agrarian reform and environmental policy, which decreed a national park on such lands. In 2013 National Park was converted to the Area of Conservation of Flora and Fauna. While this category is more permissive, it turns out to be very restrictive to the ejido Loma Alta, which spreads over the slopes of the volcano. This change involves new rules for the use of natural resources and economic activities. This work aims to study the perceptions of the communities of the ejido Loma Alta, to the recatogorizacion of the National Park Nevado de Toluca.","[Toscana Aparicio, Alejandra] Universidad Autónoma Metropolitana, México; [Granados Ramírez, Rebeca] Universidad Nacional Autónoma de México, México",,,,,,,39,1,8,0,1,,,,0188-7742,,2.015,0,44,79,105,,,Cultural Studies; Political Science,SciELO Mexico,Cultural Studies; Government & Law,Scielo
76,environmental politics ou política ambiental,"Fernández Vázquez, Eugenio",,1,1,MSF,0,0,1,2,3,9,,Análise dos caminhos percorridos pelo México para a integração da política ambiental - especialmente a política agrícola,,México,México,México,Conselho Mexicano Civil para a Silvicultura Sustentável,,Integración de la política ambiental en México: El caso de la política agropecuaria,Gestión y política pública,Spanish,research-article,México; política agropecuaria; política ambiental; integración de la política ambiental; gobierno federal; política pública,Mexico; agricultural policy; environmental policy; environmental policy integration; environmental mainstreaming; federal government; public policy,"This paper analyzes steps towards environmental policy integration (EPI) in Mexico, with special emphasis in agricultural policy. So far, the country has mostly used communicative instruments to reach this aim. Semi-structured interviews with high-ranking officials from the ministries of Agriculture and of the Environment show that even though these measures break ground for public servants with the will to implement the principle of EPI in policy towards the countryside, they fail to make environmentally friendly policies mandatory. Yet, recent efforts to achieve this have attained some success. It remains to be seen if they are preserved and further enhanced by the next administrations.","[Fernández Vázquez, Eugenio] Consejo Civil Mexicano para la Silvicultura Sostenible",,,,,,,69,1,2,0,2,,,,1405-1079,,2.014,23,2,465,505,,,Public Administration,SciELO Mexico,Public Administration,Scielo
77,"""environment*"" AND ""equilibrium"" OR ""environment*"" AND ""narrative""",Poma A.,56158256900,1,1,NPF,1,1,1,2,3,9,conflitos ambientais,Analise das experiencias individuais dos membros de comunidades afetadas por conflitos ambientais ,,México,México,Espanha; México,Universidade Ncional Autonoma do México,,De la oposición a la emancipación. un análisis de los conflictos ambientales desde abajo,Ambiente e Sociedade,Spanish,Article,Emotions; Environmental conflicts; From below; Social change; Subject,,"This paper presents a reading of environmental conflicts as cultural, social and political laboratories in which protestors start to rework ideas, values and their worldviews. Focusing on the analysis of the conflict from below, we have paid special attention to the individual experiences of members of the affected communities. This is because we want to capture the innermost dimension of the resistance. Based on analysis of three cases of conflict against dams in Spain and Mexico, we will present the outcomes of these experiences at the micro and meso levels, in three main dimensions, territorial, biographical and political. About methodology, the research design includes depth interviews and narrative analysis of the biographical material. This paper will attempt to contribute to the understanding of the cultural processes that lead to the changes of beliefs and attitudes and that allow to demonstrate that environmental conflicts are experiences of emancipation.","Ciências Sociais, 'Atores sociais, performances e práticas políticas', EEHA, Sevilla, Spain; Universitária de Ibero-americana de Pós-Graduação, Ministério das Relações Exteriores (SRE), Mexico",,,,,,,,4,,,,Universidade Estadual de Campinas,,,1414753X,,2.014,17,1,41,58,10.1590/s1414-753x2014000100004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900497066&doi=10.1590%2fs1414-753x2014000100004&partnerID=40&md5=757cfba4b0b42391a63427733eba7395,,,,Scopus
78,environmental politics ou política ambiental,"Rajao, R; Georgiadou, Y","Rajao, Raoni; Georgiadou, Yola",1,1,PET,1,1,1,2,4,5,,Surgimento e evolução temporal do monitoramento de desmatamento no Brasil,,Brasil,Brasil,Brasil,Universidade Federal de Minas Gerais ,,Blame Games in the Amazon: Environmental Crises and the Emergence of a Transparency Regime in Brazil,GLOBAL ENVIRONMENTAL POLITICS,English,Article,,"Environmental Governance; Transparency Regime; INPE (Brazilian National Institute for Space Research); Amazon Deforestation; MRV System (Monitoring, Reporting, and Verification); REDD+","Expanding on recent debates in environmental governance and political science, we show that the relationship between environmental transparency and public accountability is far from linear and politically neutral. This is particularly true in moments of environmental crises, when transparency regimes are most likely to emerge as an integral part of the palette of blame-avoidance strategies of accountors in their attempt to disqualify accountees' perceptions of environmental harm and irreparable loss. Drawing upon the study of blame-avoidance strategies in political science, we discuss the emergence and evolution over time of deforestation monitoring in Brazil, a transparency regime based on GIS and remote sensing led by the Brazilian National Institute for Space Research since 1989. We arrive at three conclusions. First, the evolution of transparency regimes is conflictual, culturally embedded, and emergent. Second, the relation between accountors and accountees changes over time as blame-avoidance strategies unfold. Finally, solutions in a blame game may cause a future crisis, as the social context changes and becomes incompatible with the transparency regime of the day. Based on these considerations, we argue for the need to understand the instrumental dimension of transparency regimes alongside their normative and substantive dimensions.","[Rajao, Raoni] Univ Fed Minas Gerais, Dept Prod Engn, Belo Horizonte, MG, Brazil; [Georgiadou, Yola] Univ Twente, NL-7500 AE Enschede, Netherlands","Rajao, R (autor correspondente), Univ Fed Minas Gerais, Dept Prod Engn, Belo Horizonte, MG, Brazil.","Rajão, Raoni/GPX-3719-2022","Rajão, Raoni/0000-0002-1133-4837",,,,33,21,22,1,19,MIT PRESS,CAMBRIDGE,"ONE ROGERS ST, CAMBRIDGE, MA 02142-1209 USA",1526-3800,1536-0091,2.014,14,4,97,+,10.1162/GLEP_a_00259,http://dx.doi.org/10.1162/GLEP_a_00259,Environmental Studies; International Relations; Political Science,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; International Relations; Government & Law,View Full Record in Web of Science
79,"environment* AND ""institutional analysis*""","De Ona, C.R.; Morales, F.",55844308800;55842578900;,1,1,IAD,1,1,1,2,4,2,,Articulações entre atores públicos e privados sobre os corredores biológicos em Honduras - análise de governança em rede e parcerias público privadas,,Honduras,México,Honduras,Universidade Nacional Autonoma do México,,New modes of environmental governance in Central America: Constructing a biological corridor policy in Honduras,International Journal of Interdisciplinary Environmental Studies,English,,Environmental Governance; Central America; Public Policy Networks; Biological Corridors,,"New modes of governance, such as network governance or public-private partnership have gained ground in environmental policy. While typically associated with long-term, well-established democracies, these interorganizational processes are emerging in countries with weak democracies such as those in Central America. Scholars on environmental governance are pondering if these new modes of environmental governance make decision-making more inclusive, transparent and accountable, while at the same time promoting effective environmental policy performance. We partially address this question by focusing on public and private actors' articulations of the issue surrounding biological corridors in Honduras. We draw on the institutional analysis framework of policy arrangement developed by Leroy and Ars to provide perspective on the main challenges that network governance confronts in unstable democracies. The case presented here highlights that persistent traditional political forms at the national level hinder network governance. At the same time, emerging collaborative attitudes promoted at local and international level are slowly challenging these traditional forms.","Proimmse-IIA-National Autonomous University of Mexico, San-Cristóbal de Las Casas, Chiapas, Mexico",,,,,,,,,,,,,,,,,2.013,7,2,15,32,10.18848/2329-1621/cgp/v07i02/53297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883381272&doi=10.18848%2f2329-1621%2fcgp%2fv07i02%2f53297&partnerID=40&md5=4adc20647e5b822c19ff0abf783317e7,,,,Scopus
81,environmental politics ou política ambiental,"Hochstetler, K; Viola, E","Hochstetler, Kathryn; Viola, Eduardo",1,1,ACF,1,1,2,2,5,3,Mudanças climáticas,Papel das potências emergentes (voltado para o Brasil) nas negociações sobre mudanças climáticas ,,Brasil,Canadá,Brasil,University of Waterloo,Balsillie School of International Affairs,Brazil and the politics of climate change: beyond the global commons,ENVIRONMENTAL POLITICS,English,Article,emerging powers; climate change; Brazil,DEFORESTATION,"Assessing the changing role of the emerging powers in global climate change negotiations, with special attention to Brazil, we ask why they have agreed to voluntary reductions at home without formalising those commitments in ways that might persuade other large emitters to make similar binding commitments. We argue that for very large emitters, the climate issue does not evince the 'global commons' logic often attributed to it. Instead, since their actions can directly affect climate outcomes alone or in small groupings, large emitters are more responsive to domestic cost-benefit calculations, making international commitments based on shifting interest group pressures at home. In Brazil, a coalition of 'Baptists and bootleggers' found principled and interest-driven reasons to support new climate commitments after 2007.","[Hochstetler, Kathryn] Univ Waterloo, Balsillie Sch Int Affairs, Waterloo, ON N2L 3G1, Canada; [Viola, Eduardo] Univ Brasilia, Inst Int Relat, BR-70910900 Brasilia, DF, Brazil","Hochstetler, K (autor correspondente), Univ Waterloo, Balsillie Sch Int Affairs, Waterloo, ON N2L 3G1, Canada.","Hochstetler, Kathryn/K-8482-2012; Viola, Eduardo/J-3623-2014","Viola, Eduardo/0000-0002-5028-2443; Hochstetler, Kathryn/0000-0003-2960-058X",,,,33,70,72,3,41,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",0964-4016,1743-8934,2.012,21,5,753,771,10.1080/09644016.2012.698884,http://dx.doi.org/10.1080/09644016.2012.698884,Environmental Studies; Political Science,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Government & Law,View Full Record in Web of Science
82,environmental politics ou política ambiental,"Fonseca, Igor Ferraz da; Bursztyn, Marcel; Moura, Adriana Maria Magalhães de",,1,1,IAD,1,1,1,3,3,9,Participação ,Relação entre as esferas política e técnica nos conselhos gestores de políticas ambientais no Brasil,,Brasil,Brasil,Brasil,Instituto de Pesquisa Econômica Aplicada,,"Conhecimentos técnicos, políticas públicas e participação: o caso do Conselho Nacional do Meio Ambiente (Conama)",Revista de Sociologia e Política,Portuguese,research-article,participation; Management councils; deliberation; expertise; Conama; environmental politics,Participation; Management Councils; Deliberation; Expertise; Conama; Environmental Policy,"This article explores the relationship between the political and technical spheres within environmental policy management councils in Brazil, based on research carried out by the National Council of the Environment (Conselho Nacional do Meio Ambiente (Conama)). Literature on the council shows that the presence of specialized knowledge can generate assymetrical power relations among actors, permitting the more skilled sectors control over political and deliberative processes. . This enables us to see how the presence of theoretical knowledge within the councils can lead to their depolitization, demonstrated by the use of technical, scientific, juridical and bureaucratic terms and procedures that empty the councils of their political functions. According to the obstacles we have pointed out, existing literature advocates efforts toward a reduction in technical management in favor of a repolitization of these spaces. . The results of the study we have developed here partially confirm elements present within the literature. Our conclusions indicate that specialized knowledge is an element that is inherent to the functioning of environmental councils. Furthermore, reduction of technical elements may prove harmful in terms of the quality of acts and deliberations that emerge from the Conama, with onus for the legal apparatus of Brazilian environmental legislation and negative impact on the implementation of public policy.","[Moura, Adriana Maria Magalhães de] Instituto de Pesquisa Econômica Aplicada; [Fonseca, Igor Ferraz da] Instituto de Pesquisa Econômica Aplicada; [Fonseca, Igor Ferraz da] Universidade de Brasília; [Bursztyn, Marcel] Universidade de Brasília",,,,,,,48,0,6,1,6,,,,1678-9873,,2.012,20,42,183,198,,,Political Science; Sociology,SciELO Brazil,Government & Law; Sociology,Scielo
83,environmental politics ou política ambiental,"Berardo, R; Gerlak, AK","Berardo, Ramiro; Gerlak, Andrea K.",1,1,IAD,1,1,1,2,4,8,,Conflitos na gestão ambiental de rios internacionais ,,Argentina,Argentina,Argentina; Uruguai,Universidade Católica de Córdoba - Argentina ,,Conflict and Cooperation along International Rivers: Crafting a Model of Institutional Effectiveness,GLOBAL ENVIRONMENTAL POLITICS,English,Article,,WATER MANAGEMENT; RESILIENCE; BOUNDARIES; CONTEXT; LAKE,"The management of international rivers is increasingly marked by a heightened attention to and growth in institutions at the river-basin level to promote cooperation and resolve conflicts between states in a basin. Yet, little theoretical and empirical research exists to understand when these institutions are most effective. Here we draw from diverse literatures, including work on social and ecological systems, international institutions, common-pool resources, and international waters, to capture and integrate the design elements associated with effective collaborative management along an international river. We apply and test the validity of our model in a plausibility probe through the analysis of the conflict between Argentina and Uruguay over the construction of pulp mills along the Uruguay River, and the role of the established and functioning river basin organization-the Administrative Commission of the Uruguay River (CARU)-in this conflict. We re-examine our model based on our case findings to highlight the challenge and role of public input and representation in institutional effectiveness along international rivers.","[Berardo, Ramiro] Consejo Nacl Invest Cient & Tecn, Argentine Natl Council Sci & Technol Res, RA-1033 Buenos Aires, DF, Argentina; [Berardo, Ramiro] Catholic Univ Cordoba, Cordoba, Argentina; [Gerlak, Andrea K.] Univ Arizona, Udall Ctr Studies Publ Policy, Tucson, AZ 85721 USA","Berardo, R (autor correspondente), Consejo Nacl Invest Cient & Tecn, Argentine Natl Council Sci & Technol Res, RA-1033 Buenos Aires, DF, Argentina.","Berardo, Ramiro/B-4851-2016",,,,,71,32,35,1,22,MIT PRESS,CAMBRIDGE,"ONE ROGERS ST, CAMBRIDGE, MA 02142-1209 USA",1526-3800,1536-0091,2.012,12,1,101,+,10.1162/GLEP_a_00099,http://dx.doi.org/10.1162/GLEP_a_00099,Environmental Studies; International Relations; Political Science,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; International Relations; Government & Law,View Full Record in Web of Science
84,,"Rajao, R; Azevedo, A; Stabile, MCC","Rajao, Raoni; Azevedo, Andrea; Stabile, Marcelo C. C.",1,1,IAD,1,1,1,2,4,5,,,,Brasil,Brasil,Brasil,Universidade Federal de Minas Gerais,,INSTITUTIONAL SUBVERSION AND DEFORESTATION: LEARNING LESSONS FROM THE SYSTEM FOR THE ENVIRONMENTAL LICENCING OF RURAL PROPERTIES IN MATO GROSSO,PUBLIC ADMINISTRATION AND DEVELOPMENT,English,Article,institutional frameworks; deforestation; environmental licencing; rural properties; new institutional theory; institutional subversion; determinism,BRAZILIAN AMAZON; CLIMATE-CHANGE; FOREST; EMISSIONS; FUTURE; GOVERNANCE; RIGHTS; LAND,"This article contributes to the public administration and environmental governance literature by proposing the notion of institutional subversion as a way of describing how the strategies adopted by local actors may change and even go against the initial aims of institutional development initiatives. The article discusses the case of the system for the environmental licencing of rural properties (SLAPR), an institutional development initiative by the state government of Mato Grosso in the south-eastern portion of the Brazilian Amazon. It will be shown that even though this initiative has earned the status of best practice in controlling deforestation, a closer look at SLAPR reveals that it has led to contradictory outcomes. During the first 8?years of SLAPR, it had no significant impact on reducing deforestation and, in some cases, even permitted the increase of total deforestation by providing authorization for this. According to an institutional analysis of the case study, the article draws particular conclusions that could be relevant to public administrators in the region and in other countries. In particular, it is argued that by accepting the possibility of institutional subversion, public administrators may become more attentive to unexpected consequences and be able to take corrective action. Furthermore, in order to avoid institutional subversion, public administrators should integrate institutional initiatives into broader governmental, technological and economical dimensions. Copyright (c) 2012 John Wiley & Sons, Ltd.","[Rajao, Raoni] Univ Fed Minas Gerais, Dept Prod Engn, BR-31270901 Belo Horizonte, MG, Brazil","Rajao, R (corresponding author), Univ Fed Minas Gerais, Dept Prod Engn, Av Antonio Carlos 6-627,Campus Pampulha, BR-31270901 Belo Horizonte, MG, Brazil.","Rajão, Raoni/GPX-3719-2022","Rajão, Raoni/0000-0002-1133-4837",,,,94,30,35,0,17,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0271-2075,1099-162X,2.012,32,3,229,244,10.1002/pad.1620,http://dx.doi.org/10.1002/pad.1620,Development Studies; Public Administration,Social Science Citation Index (SSCI),Development Studies; Public Administration,Web of Science Record
85,environment* AND multiple streams,"Pereira, Maria Cecília Gomes; Teixeira, Marco Antonio Carvalho",,1,1,MSF,0,0,1,2,1,1,Programas de coleta seletiva,Como a agenda de inclusão de catadores de materiais reciclaveis passou do âmbito local para o nacional,"entrevistas, observação participante",Brasil,Brasil,Brasil,Fundação Getúlio Vargas,,A inclusão de catadores em programas de coleta seletiva: da agenda local à nacional,Cadernos EBAPE.BR,Portuguese,research-article,Collectors of recyclable materials; Agenda setting; Public policies,,"This article aims to discuss the issue of social and productive inclusion of collectors of recyclable materials, present previously only in local public policy agendas and that has now reached the national governmental agenda. The theoretical discussion is based on Kingdon´s (1995) multiple streams theory, highlighting its limitations in the analysis of the phenomenon under study. The methodological procedures used were: bibliographical review, participative observation in events for collectors secondary data collection, spontaneous conversations and semi-structured interviews. We observed that to a certain extent there was a junction of Kingdon´s (1995) three streams: a problem gained public recognition, a political environment favorable to the emergence of issues such as this agenda, and a viable alternative to the problem presented itself - the inclusion of collectors in solid waste selective collection programs -, which do not respond completely to the dimensions of the problem. Civil society organizations played an essential role in this process. However, the multiple streams model does not conceive of a ""bottom-up"" agenda setting process, nor does it consider the influence of extra-institutional actors, such as civil society organizations, on the agenda setting process. As such, the model is unable to explain the complex relations between the State and civil society in Brazilian reality.","[Teixeira, Marco Antonio Carvalho] EAESP-FGV, Brasil; [Pereira, Maria Cecília Gomes] Fundação Getulio Vargas, Brasil",,,,,,,34,10,21,0,11,"Fundação Getulio Vargas, Escola Brasileira de Administração Pública e de Empresas",,,1679-3951,9,2.011,9,3,895,913,,,Management,SciELO Brazil,Business & Economics,Scielo
86,environmental politics ou política ambiental,"Tecklin, D; Bauer, C; Prieto, M","Tecklin, David; Bauer, Carl; Prieto, Manuel",1,1,MSF,1,1,1,2,1,9,,Processo de formulação da política ambiental chilena e os efeitos do regime ambiental do país,,Chile,Estados Unidos,Chile,School of Geography and Development,University of Arizona,"Making environmental law for the market: the emergence, character, and implications of Chile's environmental regime",ENVIRONMENTAL POLITICS,English,Article,neoliberal policy; environmental law; environmental governance; Chile,POLITICAL-ECONOMY; LATIN-AMERICA; NATION-STATE; MEXICO; REFORM; POLICY; PROTECTION,"As one of the earliest and deepest cases of neoliberal reform, Chile's political economic model has been the subject of extensive debate. The associated environmental law and policy that emerged in this context has, however, received little attention. The country's environmental policy-making process as well as the character and effects of the environmental regime that emerged are examined. Environmental policymaking has been tightly constrained by institutional and political arrangements that embody neoliberal principles such that legislation only advances when internal demands connect up with global forces. As a result, and despite many regulatory initiatives, the environmental regime expresses a strongly market-enabling quality instead of the market-regulating character commonly ascribed to environmental law and policy.","[Tecklin, David; Bauer, Carl; Prieto, Manuel] Univ Arizona, Sch Geog & Dev, Tucson, AZ 85721 USA; [Prieto, Manuel] Univ Diego Portales, Sch Law, Santiago, Chile","Tecklin, D (autor correspondente), Univ Arizona, Sch Geog & Dev, Tucson, AZ 85721 USA.","Prieto, Manuel/I-1039-2012","Prieto, Manuel/0000-0003-4262-3786",,,,63,72,74,0,10,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",ABINGDON,"4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXFORDSHIRE, ENGLAND",0964-4016,,2.011,20,6,879,898,10.1080/09644016.2011.617172,http://dx.doi.org/10.1080/09644016.2011.617172,Environmental Studies; Political Science,Social Science Citation Index (SSCI),Environmental Sciences & Ecology; Government & Law,View Full Record in Web of Science
87,environmental politics ou política ambiental,"Gutierrez, RA","Gutierrez, Ricardo A.",1,1,IAD,1,1,2,2,2,8,Governança de águas,o papel dos especialistas na reforma de gestão de águas,,Brasil,Argentina,Brasil,National University of San Martín,,When Experts Do Politics: Introducing Water Policy Reform in Brazil,GOVERNANCE-AN INTERNATIONAL JOURNAL OF POLICY ADMINISTRATION AND INSTITUTIONS,English,Article,,EPISTEMIC COMMUNITIES; RESEARCH-PROGRAM; IDEAS; STATE,"This article brings to the fore the role of experts as policy agents by analyzing the water management reform in three Brazilian states. Seeking to contribute to the recent ideational turn in political science, it contends that in studying the emergence and implementation of new policy ideas, more attention must be paid to the role of experts as policy innovators and to the interplay between experts' knowledge brokerage and the influence of party politics. To examine the interaction between knowledge brokerage and party politics, comparative case studies were conducted to trace back throughout their different phases the reform processes of the Brazilian states of Ceara, Parana, and Rio Grande do Sul. The purpose of this research design is to test the argument that experts are major reform agents and that what experts can effectively achieve depends on both the reform phase and the political context they find themselves in.","Natl Univ San Martin, Sch Polit & Govt, CONICET, San Martin, Argentina","Gutierrez, RA (autor correspondente), Natl Univ San Martin, Sch Polit & Govt, CONICET, San Martin, Argentina.",,"Gutierrez, Ricardo/0000-0002-1400-6257",,,,61,25,25,2,14,WILEY,HOBOKEN,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",0952-1895,1468-0491,2.010,23,1,59,88,10.1111/j.1468-0491.2009.01467.x,http://dx.doi.org/10.1111/j.1468-0491.2009.01467.x,Political Science; Public Administration,Social Science Citation Index (SSCI),Government & Law; Public Administration,View Full Record in Web of Science
88,environmental politics ou política ambiental,Mendy F.R.,,1,1,MSF,0,1,1,3,1,9,processo legislativo e o meio ambiente,"o papel do poder executivo no processo legislativo e as políticas ambientais; relação executivo, legislativo e políticas públicas ambientais. Formulação de políticas públicas",,Chile,Chile,Chile,Instituto de Ciência Política,Pontificia Universidad Católica de Chile,Chilean congressional politics under President Lagos: Environment and politics in Chile 2000-2006,Local Environment,English,Article,Chile; Congress; Congressional environmental politics; Environment,environmental legislation; environmental policy; environmental politics; hypothesis testing; policy making; Chile,"Little is known about the legislative process and in particular how this relates to environment in Latin America. This article attemps to partially close this gap by discussing the dynamics of congressional environmental politics in Chile under former President Lagos (2000-2006). At first, this article discusses the role of the executive branch in the legislative process, congressional authority and environmental policy. This sometimes uneasy relationship is explored, and its consequences over environmental politics are discussed. The second part of the article attempts to explain legislator's choices in the area of environmental policy, developing and testing four main hypotheses that eventually help to explain why legislators support/reject laws of positive/negative environmental relevance. Finally, this article draws general conclusions on Chilean congressional politics and environmental policy, to then propose some recommendations on how to improve the process of creating environmental policy in Congress. © 2010 Taylor & Francis.",,,35743480500;,,,,,,2,,,,,,,,,2.010,15,2,83,103,10.1080/13549830903542349,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949405373&doi=10.1080%2f13549830903542349&partnerID=40&md5=4bf38f21381e8c52a04a3e3f6c2e8f3f,,,,Scopus
